"output_prefix" "name" "motif_id" "cluster" "total_tfbs" "oRG_mean_score" "oRG_bound" "vRG_mean_score" "vRG_bound" "oRG_vRG_change" "oRG_vRG_pvalue" "oRG_vRG_highlighted" "Transcription.factor" "oRG" "vRG" "MG" "Oligo" "cat" "label"
"194" "NF2L2_HUMAN.H11MO.0.A_NF2L2_HUMAN.H11MO.0.A" "NF2L2_HUMAN.H11MO.0.A" "NF2L2_HUMAN.H11MO.0.A" "C_BACH2_HUMAN.H11MO.0.A" 34514 0.12744 3828 0.13081 3949 -0.06171 3.23342e-110 "False" "NFE2L2" 40.8958905797853 31.8336975614756 68.1523253472196 20.1590219225758 "NOT_SIG" NA
"197" "NFAC3_HUMAN.H11MO.0.B_NFAC3_HUMAN.H11MO.0.B" "NFAC3_HUMAN.H11MO.0.B" "NFAC3_HUMAN.H11MO.0.B" "C_NFAC2_HUMAN.H11MO.0.B" 51407 0.11758 5191 0.11624 4957 0.02954 1.20511e-86 "False" "NFATC3" 12.1429639236194 13.8997753106332 27.5848912174912 14.0441928105891 "NOT_SIG" NA
"198" "NFAC4_HUMAN.H11MO.0.C_NFAC4_HUMAN.H11MO.0.C" "NFAC4_HUMAN.H11MO.0.C" "NFAC4_HUMAN.H11MO.0.C" "C_NFAC4_HUMAN.H11MO.0.C" 61683 0.11065 5613 0.10821 5311 0.05313 4.19406e-115 "False" "NFATC4" 39.9335770472911 43.5738970990124 3.34764517408498 13.0649794500505 "NOT_SIG" NA
"199" "NFAC4_HUMAN.H11MO.0.C_NFAC4_HUMAN.H11MO.0.C" "NFAC4_HUMAN.H11MO.0.C" "NFAC4_HUMAN.H11MO.0.C" "C_NFAC4_HUMAN.H11MO.0.C" 61683 0.11065 5613 0.10821 5311 0.05313 4.19406e-115 "False" "NFATC4" 39.9335770472911 43.5738970990124 3.34764517408498 13.0649794500505 "NOT_SIG" NA
"201" "NFIA_HUMAN.H11MO.0.C_NFIA_HUMAN.H11MO.0.C" "NFIA_HUMAN.H11MO.0.C" "NFIA_HUMAN.H11MO.0.C" "C_NFIC_HUMAN.H11MO.0.A" 61733 0.18654 11638 0.1884 11739 -0.04042 6.35904e-103 "False" "NFIA" 172.420515941611 181.355599317533 29.9700208711731 111.588432100491 "NOT_SIG" NA
"202" "NFIC_HUMAN.H11MO.0.A_NFIC_HUMAN.H11MO.0.A" "NFIC_HUMAN.H11MO.0.A" "NFIC_HUMAN.H11MO.0.A" "C_NFIC_HUMAN.H11MO.0.A" 104282 0.19493 21185 0.19764 21412 -0.04958 1.29796e-122 "False" "NFIC" 32.35235645544 38.0640849654719 80.6979408664841 23.0415935431672 "NOT_SIG" NA
"206" "NFYB_HUMAN.H11MO.0.A_NFYB_HUMAN.H11MO.0.A" "NFYB_HUMAN.H11MO.0.A" "NFYB_HUMAN.H11MO.0.A" "C_NFYC_HUMAN.H11MO.0.A" 24520 0.38891 7789 0.39921 7818 -0.06216 4.3279e-103 "False" "NFYB" 23.5174346345787 22.0235589331652 15.6134405248004 26.015596680897 "NOT_SIG" NA
"207" "NFYC_HUMAN.H11MO.0.A_NFYC_HUMAN.H11MO.0.A" "NFYC_HUMAN.H11MO.0.A" "NFYC_HUMAN.H11MO.0.A" "C_NFYC_HUMAN.H11MO.0.A" 25491 0.38276 7888 0.39327 7924 -0.06183 1.29988e-99 "False" "NFYC" 15.899844723871 20.9596005181387 28.852590503278 15.9818222909968 "NOT_SIG" NA
"216" "NR1H3_HUMAN.H11MO.0.B_NR1H3_HUMAN.H11MO.0.B" "NR1H3_HUMAN.H11MO.0.B" "NR1H3_HUMAN.H11MO.0.B" "C_NR1H3_HUMAN.H11MO.0.B" 39879 0.14272 5331 0.1427 5262 0.00437 4.54618e-11 "False" "NR1H3" 13.386140652663 8.51630011549866 28.2331036579872 7.6298942400044 "NOT_SIG" NA
"220" "NR2C1_HUMAN.H11MO.0.C_NR2C1_HUMAN.H11MO.0.C" "NR2C1_HUMAN.H11MO.0.C" "NR2C1_HUMAN.H11MO.0.C" "C_NR2C1_HUMAN.H11MO.0.C" 30007 0.13283 3509 0.13199 3399 0.02469 4.94491e-63 "False" "NR2C1" 38.8217715197494 30.0512527912961 63.7685419740527 44.9973212172143 "NOT_SIG" NA
"221" "NR2C2_HUMAN.H11MO.0.B_NR2C2_HUMAN.H11MO.0.B" "NR2C2_HUMAN.H11MO.0.B" "NR2C2_HUMAN.H11MO.0.B" "C_NR2C2_HUMAN.H11MO.0.B" 32333 0.20355 6724 0.20734 6830 -0.03851 4.14146e-84 "False" "NR2C2" 39.9512139750962 37.2141632954739 53.4274193953727 40.3234150150592 "NOT_SIG" NA
"223" "NR4A1_HUMAN.H11MO.0.A_NR4A1_HUMAN.H11MO.0.A" "NR4A1_HUMAN.H11MO.0.A" "NR4A1_HUMAN.H11MO.0.A" "C_NR4A2_HUMAN.H11MO.0.C" 46823 0.11342 4316 0.1123 4174 0.01878 2.4306e-64 "False" "NR4A1" 56.3123911060479 168.019866234193 506.105003381405 52.6917935859125 "NOT_SIG" NA
"228" "OLIG2_HUMAN.H11MO.0.B_OLIG2_HUMAN.H11MO.0.B" "OLIG2_HUMAN.H11MO.0.B" "OLIG2_HUMAN.H11MO.0.B" "C_OLIG2_HUMAN.H11MO.0.B" 81637 0.14251 11123 0.15033 11754 -0.13607 5.68396e-162 "False" "OLIG2" 6.61262828608812 11.6241226967221 0.502053598947423 127.01679480497 "NOT_SIG" NA
"232" "OZF_HUMAN.H11MO.0.C_OZF_HUMAN.H11MO.0.C" "OZF_HUMAN.H11MO.0.C" "OZF_HUMAN.H11MO.0.C" "C_OZF_HUMAN.H11MO.0.C" 38529 0.1037 3174 0.10056 2940 0.05474 1.3146e-101 "False" "ZNF146" 45.5366615464788 44.2174456269646 23.7893396335692 46.8950198282916 "NOT_SIG" NA
"233" "P53_HUMAN.H11MO.0.A_P53_HUMAN.H11MO.0.A" "P53_HUMAN.H11MO.0.A" "P53_HUMAN.H11MO.0.A" "C_P63_HUMAN.H11MO.0.A" 30194 0.15081 4217 0.15296 4210 -0.02736 1.66144e-71 "False" "TP53" 21.2201031540966 20.9660424740477 9.09626032741061 13.4655121695132 "NOT_SIG" NA
"236" "PATZ1_HUMAN.H11MO.0.C_PATZ1_HUMAN.H11MO.0.C" "PATZ1_HUMAN.H11MO.0.C" "PATZ1_HUMAN.H11MO.0.C" "C_MAZ_HUMAN.H11MO.0.A" 273406 0.25839 76394 0.2667 78737 -0.08559 2.90182e-166 "True" "PATZ1" 21.9037294866208 21.2669816369605 15.2522252457041 15.3596467158921 "vRG" NA
"238" "PAX6_HUMAN.H11MO.0.C_PAX6_HUMAN.H11MO.0.C" "PAX6_HUMAN.H11MO.0.C" "PAX6_HUMAN.H11MO.0.C" "C_PAX6_HUMAN.H11MO.0.C" 28047 0.14195 3556 0.13979 3452 0.02335 3.26947e-61 "False" "PAX6" 304.432467775033 282.943688256394 11.3876386929694 49.0302499074867 "NOT_SIG" NA
"239" "PBX1_HUMAN.H11MO.0.A_PBX1_HUMAN.H11MO.0.A" "PBX1_HUMAN.H11MO.0.A" "PBX1_HUMAN.H11MO.0.A" "C_PBX3_HUMAN.H11MO.0.A" 36580 0.18325 6109 0.18551 6124 -0.04233 1.80285e-89 "False" "PBX1" 96.9229384515463 115.188775732533 12.0545986065963 80.8062086353772 "NOT_SIG" NA
"242" "PBX2_HUMAN.H11MO.0.C_PBX2_HUMAN.H11MO.0.C" "PBX2_HUMAN.H11MO.0.C" "PBX2_HUMAN.H11MO.0.C" "C_PBX2_HUMAN.H11MO.0.C" 30763 0.11335 2710 0.1114 2566 0.03652 8.13181e-80 "False" "PBX2" 12.3140515024031 10.4796901356688 33.684413797565 20.3595081627853 "NOT_SIG" NA
"244" "PBX2_HUMAN.H11MO.0.C_PBX2_HUMAN.H11MO.0.C" "PBX2_HUMAN.H11MO.0.C" "PBX2_HUMAN.H11MO.0.C" "C_PBX2_HUMAN.H11MO.0.C" 30763 0.11335 2710 0.1114 2566 0.03652 8.13181e-80 "False" "PBX2" 12.7334900566642 12.8101420451992 14.8093842392292 6.09965286284325 "NOT_SIG" NA
"246" "PBX2_HUMAN.H11MO.0.C_PBX2_HUMAN.H11MO.0.C" "PBX2_HUMAN.H11MO.0.C" "PBX2_HUMAN.H11MO.0.C" "C_PBX2_HUMAN.H11MO.0.C" 30763 0.11335 2710 0.1114 2566 0.03652 8.13181e-80 "False" "PBX2" 19.0341231187489 13.5427242581558 18.3901424526175 11.2574405005964 "NOT_SIG" NA
"247" "PBX3_HUMAN.H11MO.0.A_PBX3_HUMAN.H11MO.0.A" "PBX3_HUMAN.H11MO.0.A" "PBX3_HUMAN.H11MO.0.A" "C_PBX3_HUMAN.H11MO.0.A" 41607 0.22756 8948 0.23166 9120 -0.04779 4.23138e-103 "False" "PBX3" 11.2484991202287 13.5394194709055 16.2085945077542 23.6379686501531 "NOT_SIG" NA
"249" "PEBB_HUMAN.H11MO.0.C_PEBB_HUMAN.H11MO.0.C" "PEBB_HUMAN.H11MO.0.C" "PEBB_HUMAN.H11MO.0.C" "C_PEBB_HUMAN.H11MO.0.C" 38595 0.14445 5239 0.14616 5251 -0.01893 3.53506e-63 "False" "CBFB" 24.9276159246054 19.9224161293743 40.3821162189349 31.3244100832653 "NOT_SIG" NA
"251" "PKNX1_HUMAN.H11MO.0.B_PKNX1_HUMAN.H11MO.0.B" "PKNX1_HUMAN.H11MO.0.B" "PKNX1_HUMAN.H11MO.0.B" "C_PBX3_HUMAN.H11MO.0.A" 36553 0.2024 6654 0.20485 6728 -0.0428 1.28615e-96 "False" "PKNOX1" 17.7434589107713 17.3927889903796 15.3415652410892 14.3791596586607 "NOT_SIG" NA
"252" "PO2F1_HUMAN.H11MO.0.C_PO2F1_HUMAN.H11MO.0.C" "PO2F1_HUMAN.H11MO.0.C" "PO2F1_HUMAN.H11MO.0.C" "C_PO2F1_HUMAN.H11MO.0.C" 47863 0.11518 4563 0.11192 4305 0.04842 1.69091e-100 "False" "POU2F1" 57.6702072583713 52.6450481722305 17.3436162399477 33.6946873722327 "NOT_SIG" NA
"255" "PO3F2_HUMAN.H11MO.0.A_PO3F2_HUMAN.H11MO.0.A" "PO3F2_HUMAN.H11MO.0.A" "PO3F2_HUMAN.H11MO.0.A" "C_PO3F2_HUMAN.H11MO.0.A" 47772 0.11917 4791 0.11687 4616 0.02253 2.49763e-75 "False" "POU3F2" 73.1800806487777 66.1479233031918 6.65642372655608 52.3236665035334 "NOT_SIG" NA
"269" "REST_HUMAN.H11MO.0.A_REST_HUMAN.H11MO.0.A" "REST_HUMAN.H11MO.0.A" "REST_HUMAN.H11MO.0.A" "C_REST_HUMAN.H11MO.0.A" 55003 0.18675 10732 0.19023 10862 -0.03335 6.45652e-93 "False" "REST" 23.9230323734088 22.9269696025686 13.8337480721422 14.939663390479 "NOT_SIG" NA
"272" "RFX2_HUMAN.H11MO.0.A_RFX2_HUMAN.H11MO.0.A" "RFX2_HUMAN.H11MO.0.A" "RFX2_HUMAN.H11MO.0.A" "C_RFX1_HUMAN.H11MO.0.B" 34251 0.22449 7839 0.23118 7997 -0.05629 2.34658e-107 "False" "RFX2" 14.0273836750192 15.8188652522739 4.08182382022407 8.7338172315398 "NOT_SIG" NA
"273" "RFX3_HUMAN.H11MO.0.B_RFX3_HUMAN.H11MO.0.B" "RFX3_HUMAN.H11MO.0.B" "RFX3_HUMAN.H11MO.0.B" "C_RFX3_HUMAN.H11MO.0.B" 27993 0.19537 5389 0.20028 5466 -0.04532 8.18093e-86 "False" "RFX3" 31.3023109824734 30.7312661522855 14.396319587642 29.9017967656816 "NOT_SIG" NA
"274" "RFX5_HUMAN.H11MO.0.A_RFX5_HUMAN.H11MO.0.A" "RFX5_HUMAN.H11MO.0.A" "RFX5_HUMAN.H11MO.0.A" "C_RFX5_HUMAN.H11MO.0.A" 53011 0.22087 12403 0.22719 12634 -0.06822 2.77008e-118 "False" "RFX5" 46.1170742630488 51.1449695326569 37.6582520278342 61.7519509452869 "NOT_SIG" NA
"275" "RORA_HUMAN.H11MO.0.C_RORA_HUMAN.H11MO.0.C" "RORA_HUMAN.H11MO.0.C" "RORA_HUMAN.H11MO.0.C" "C_RORA_HUMAN.H11MO.0.C" 54171 0.1396 6867 0.14081 6874 -0.00667 2.04917e-23 "False" "RORA" 36.7573581799011 35.1455016116399 2.00177874487838 91.1761321589309 "NOT_SIG" NA
"283" "RXRB_HUMAN.H11MO.0.C_RXRB_HUMAN.H11MO.0.C" "RXRB_HUMAN.H11MO.0.C" "RXRB_HUMAN.H11MO.0.C" "C_RXRB_HUMAN.H11MO.0.C" 33305 0.13168 3758 0.13221 3802 -0.00156 5.78932e-07 "False" "RXRB" 12.6480205302387 14.1512180608074 20.2923120751187 15.6457181055418 "NOT_SIG" NA
"291" "SMAD2_HUMAN.H11MO.0.A_SMAD2_HUMAN.H11MO.0.A" "SMAD2_HUMAN.H11MO.0.A" "SMAD2_HUMAN.H11MO.0.A" "C_SMAD2_HUMAN.H11MO.0.A" 68632 0.14419 9254 0.14762 9414 -0.05795 3.82545e-119 "False" "SMAD2" 47.6842425781671 38.7398279566529 67.3907030157479 52.4937166481709 "NOT_SIG" NA
"292" "SMAD3_HUMAN.H11MO.0.B_SMAD3_HUMAN.H11MO.0.B" "SMAD3_HUMAN.H11MO.0.B" "SMAD3_HUMAN.H11MO.0.B" "C_SMAD3_HUMAN.H11MO.0.B" 123369 0.16016 19243 0.16393 19586 -0.05068 2.49414e-127 "False" "SMAD3" 10.9355377734259 14.9732304660918 78.9008207837987 11.4989972076701 "NOT_SIG" NA
"293" "SMAD4_HUMAN.H11MO.0.B_SMAD4_HUMAN.H11MO.0.B" "SMAD4_HUMAN.H11MO.0.B" "SMAD4_HUMAN.H11MO.0.B" "C_SMAD2_HUMAN.H11MO.0.A" 54079 0.15286 7962 0.15699 8129 -0.06912 3.39999e-116 "False" "SMAD4" 85.1148058890548 73.3932313244684 72.3225424829898 74.4847201872391 "NOT_SIG" NA
"294" "SMCA1_HUMAN.H11MO.0.C_SMCA1_HUMAN.H11MO.0.C" "SMCA1_HUMAN.H11MO.0.C" "SMCA1_HUMAN.H11MO.0.C" "C_SMCA1_HUMAN.H11MO.0.C" 69253 0.11464 6698 0.1128 6394 0.03125 5.07152e-92 "False" "SMARCA1" 30.6980160656786 25.9320747824901 51.8778959119149 23.6618380348134 "NOT_SIG" NA
"295" "SMCA5_HUMAN.H11MO.0.C_SMCA5_HUMAN.H11MO.0.C" "SMCA5_HUMAN.H11MO.0.C" "SMCA5_HUMAN.H11MO.0.C" "C_SMCA5_HUMAN.H11MO.0.C" 45610 0.1354 5624 0.13584 5605 0.00311 1.65568e-07 "False" "SMARCA5" 28.3558669840919 35.0510164088176 19.1499076805011 35.1589679101797 "NOT_SIG" NA
"300" "SOX2_HUMAN.H11MO.0.A_SOX2_HUMAN.H11MO.0.A" "SOX2_HUMAN.H11MO.0.A" "SOX2_HUMAN.H11MO.0.A" "C_SOX2_HUMAN.H11MO.0.A" 90300 0.13371 11056 0.1337 10841 0.00468 2.56122e-24 "False" "SOX2" 167.988108860963 162.256577197254 3.93909929366735 110.404593820814 "NOT_SIG" NA
"301" "SOX3_HUMAN.H11MO.0.B_SOX3_HUMAN.H11MO.0.B" "SOX3_HUMAN.H11MO.0.B" "SOX3_HUMAN.H11MO.0.B" "C_SOX2_HUMAN.H11MO.0.A" 62504 0.1436 8446 0.14409 8364 -0.00505 1.09434e-23 "False" "SOX3" 11.6998102230991 13.4395810029773 0.220292631823758 0.903406422177843 "NOT_SIG" NA
"302" "SOX4_HUMAN.H11MO.0.B_SOX4_HUMAN.H11MO.0.B" "SOX4_HUMAN.H11MO.0.B" "SOX4_HUMAN.H11MO.0.B" "C_SOX2_HUMAN.H11MO.0.A" 88201 0.13762 11289 0.1378 11087 0.00268 8.49609e-17 "False" "SOX4" 25.9154165645736 46.7735227740751 12.2835907376015 40.4155034316309 "NOT_SIG" NA
"303" "SOX5_HUMAN.H11MO.0.C_SOX5_HUMAN.H11MO.0.C" "SOX5_HUMAN.H11MO.0.C" "SOX5_HUMAN.H11MO.0.C" "C_SRY_HUMAN.H11MO.0.B" 28074 0.09896 2085 0.09631 1959 0.06457 2.68903e-101 "True" "SOX5" 92.7314788063328 101.144849893973 12.2798648129284 137.831936112342 "oRG" "SOX5"
"304" "SOX9_HUMAN.H11MO.0.B_SOX9_HUMAN.H11MO.0.B" "SOX9_HUMAN.H11MO.0.B" "SOX9_HUMAN.H11MO.0.B" "C_SOX9_HUMAN.H11MO.0.B" 55133 0.1419 7249 0.14078 7154 -0.00342 8.32107e-10 "False" "SOX9" 122.507625687049 136.610210869993 1.89844168935754 50.1248450234162 "NOT_SIG" NA
"305" "SP1_HUMAN.H11MO.0.A_SP1_HUMAN.H11MO.0.A" "SP1_HUMAN.H11MO.0.A" "SP1_HUMAN.H11MO.0.A" "C_SP2_HUMAN.H11MO.0.A" 241520 0.30976 81726 0.31972 84057 -0.09713 8.36436e-165 "True" "SP1" 27.2629001819239 22.0821029616465 18.8172813395158 16.156009038021 "vRG" NA
"307" "SP3_HUMAN.H11MO.0.B_SP3_HUMAN.H11MO.0.B" "SP3_HUMAN.H11MO.0.B" "SP3_HUMAN.H11MO.0.B" "C_SP2_HUMAN.H11MO.0.A" 249536 0.30221 81290 0.31204 83773 -0.10046 9.68084e-176 "True" "SP3" 35.7554383308094 33.7067062743378 30.0398388533856 29.0544184853154 "vRG" NA
"308" "SP4_HUMAN.H11MO.0.A_SP4_HUMAN.H11MO.0.A" "SP4_HUMAN.H11MO.0.A" "SP4_HUMAN.H11MO.0.A" "C_SP2_HUMAN.H11MO.0.A" 226419 0.28617 68228 0.29525 70247 -0.08944 3.05336e-161 "False" "SP4" 12.0277431479944 16.2874613393259 4.83382005231756 12.2565213119816 "NOT_SIG" NA
"311" "SRBP1_HUMAN.H11MO.0.A_SRBP1_HUMAN.H11MO.0.A" "SRBP1_HUMAN.H11MO.0.A" "SRBP1_HUMAN.H11MO.0.A" "C_SRBP1_HUMAN.H11MO.0.A" 36294 0.16651 5601 0.17092 5694 -0.05094 1.2917e-102 "False" "SREBF1" 23.3849497043459 43.7979476138414 69.3179421231254 11.5611811300692 "NOT_SIG" NA
"312" "SRBP2_HUMAN.H11MO.0.B_SRBP2_HUMAN.H11MO.0.B" "SRBP2_HUMAN.H11MO.0.B" "SRBP2_HUMAN.H11MO.0.B" "C_SRBP2_HUMAN.H11MO.0.B" 87014 0.20983 18509 0.21772 19248 -0.09282 1.72081e-146 "False" "SREBF2" 99.9126580348047 95.5725771846741 29.4995663899797 74.1506011923974 "NOT_SIG" NA
"316" "STA5B_HUMAN.H11MO.0.A_STA5B_HUMAN.H11MO.0.A" "STA5B_HUMAN.H11MO.0.A" "STA5B_HUMAN.H11MO.0.A" "C_STA5A_HUMAN.H11MO.0.A" 52165 0.12092 5316 0.11882 5060 0.04275 6.99272e-105 "False" "STAT5B" 26.3499401379566 38.9973432462217 49.0771530521494 52.0332696099714 "NOT_SIG" NA
"317" "STAT1_HUMAN.H11MO.0.A_STAT1_HUMAN.H11MO.0.A" "STAT1_HUMAN.H11MO.0.A" "STAT1_HUMAN.H11MO.0.A" "C_STAT1_HUMAN.H11MO.0.A" 46644 0.15373 6584 0.15408 6497 0.01172 1.76576e-44 "False" "STAT1" 12.6376951009197 12.7461297291115 19.7358495135165 14.2404939806494 "NOT_SIG" NA
"318" "STAT2_HUMAN.H11MO.0.A_STAT2_HUMAN.H11MO.0.A" "STAT2_HUMAN.H11MO.0.A" "STAT2_HUMAN.H11MO.0.A" "C_STAT2_HUMAN.H11MO.0.A" 129181 0.10942 11599 0.10687 10969 0.0562 1.99374e-131 "False" "STAT2" 46.1679116133559 46.1273769080786 99.1573166829867 64.7238223387976 "NOT_SIG" NA
"319" "STAT3_HUMAN.H11MO.0.A_STAT3_HUMAN.H11MO.0.A" "STAT3_HUMAN.H11MO.0.A" "STAT3_HUMAN.H11MO.0.A" "C_STAT3_HUMAN.H11MO.0.A" 47148 0.15182 6646 0.15196 6512 0.01323 5.30316e-40 "False" "STAT3" 51.4992863821628 53.8311170803094 198.890882514549 58.5236387580574 "NOT_SIG" NA
"323" "SUH_HUMAN.H11MO.0.A_SUH_HUMAN.H11MO.0.A" "SUH_HUMAN.H11MO.0.A" "SUH_HUMAN.H11MO.0.A" "C_SUH_HUMAN.H11MO.0.A" 74813 0.18714 14146 0.18921 14250 -0.01722 2.06217e-62 "False" "RBPJ" 60.1732259898327 70.6583340385894 60.7144053493877 118.04120985121 "NOT_SIG" NA
"324" "TAF1_HUMAN.H11MO.0.A_TAF1_HUMAN.H11MO.0.A" "TAF1_HUMAN.H11MO.0.A" "TAF1_HUMAN.H11MO.0.A" "C_TAF1_HUMAN.H11MO.0.A" 129565 0.26088 37073 0.26862 38060 -0.06954 1.14699e-142 "False" "TAF1" 56.7858621339391 69.1660313816233 107.132385142955 79.7555513239774 "NOT_SIG" NA
"330" "TEAD1_HUMAN.H11MO.0.A_TEAD1_HUMAN.H11MO.0.A" "TEAD1_HUMAN.H11MO.0.A" "TEAD1_HUMAN.H11MO.0.A" "C_TEAD1_HUMAN.H11MO.0.A" 43533 0.12958 4966 0.13243 5077 -0.05419 8.88572e-111 "False" "TEAD1" 30.5452639650323 31.4503387807519 4.57652198879296 24.5361223400377 "NOT_SIG" NA
"332" "TF65_HUMAN.H11MO.0.A_TF65_HUMAN.H11MO.0.A" "TF65_HUMAN.H11MO.0.A" "TF65_HUMAN.H11MO.0.A" "C_TF65_HUMAN.H11MO.0.A" 37132 0.14526 5046 0.14708 5055 -0.02581 1.8532e-67 "False" "RELA" 29.9266378636155 35.9971765984847 48.6835499473611 28.7628257218652 "NOT_SIG" NA
"333" "TF7L1_HUMAN.H11MO.0.B_TF7L1_HUMAN.H11MO.0.B" "TF7L1_HUMAN.H11MO.0.B" "TF7L1_HUMAN.H11MO.0.B" "C_TCF7_HUMAN.H11MO.0.A" 46664 0.1183 4705 0.11398 4415 0.05748 1.44481e-115 "False" "TCF7L1" 16.761457864967 16.7049205562192 1.73393115167309 24.5689282246285 "NOT_SIG" NA
"334" "TF7L2_HUMAN.H11MO.0.A_TF7L2_HUMAN.H11MO.0.A" "TF7L2_HUMAN.H11MO.0.A" "TF7L2_HUMAN.H11MO.0.A" "C_TCF7_HUMAN.H11MO.0.A" 42125 0.12868 4781 0.12517 4554 0.04828 1.37048e-98 "False" "TCF7L2" 31.4209059647144 39.8389094991694 28.9787745730389 67.0929851663022 "NOT_SIG" NA
"336" "TFDP1_HUMAN.H11MO.0.C_TFDP1_HUMAN.H11MO.0.C" "TFDP1_HUMAN.H11MO.0.C" "TFDP1_HUMAN.H11MO.0.C" "C_E2F7_HUMAN.H11MO.0.B" 111736 0.31595 37321 0.32518 38332 -0.08382 1.90459e-144 "False" "TFDP1" 17.2659644207849 15.537646045627 9.36731949425831 12.9602229442361 "NOT_SIG" NA
"337" "TFE2_HUMAN.H11MO.0.A_TFE2_HUMAN.H11MO.0.A" "TFE2_HUMAN.H11MO.0.A" "TFE2_HUMAN.H11MO.0.A" "C_ASCL1_HUMAN.H11MO.0.A" 65658 0.15451 10037 0.16539 10799 -0.17803 1.07717e-163 "True" "TCF3" 35.5656119010637 57.2058655195965 17.7734300066466 39.9329914303789 "vRG" "TCF3"
"338" "TFE3_HUMAN.H11MO.0.B_TFE3_HUMAN.H11MO.0.B" "TFE3_HUMAN.H11MO.0.B" "TFE3_HUMAN.H11MO.0.B" "C_USF2_HUMAN.H11MO.0.A" 16039 0.21914 3168 0.22333 3192 -0.03207 2.83536e-65 "False" "TFE3" 12.5589440356554 16.2006186420609 39.188998963683 12.9304091711981 "NOT_SIG" NA
"340" "TGIF1_HUMAN.H11MO.0.A_TGIF1_HUMAN.H11MO.0.A" "TGIF1_HUMAN.H11MO.0.A" "TGIF1_HUMAN.H11MO.0.A" "C_TGIF1_HUMAN.H11MO.0.A" 22050 0.15365 3174 0.15659 3189 -0.05115 3.90537e-90 "False" "TGIF1" 19.0954882157429 20.4555251633139 26.1649364676675 13.5748442942292 "NOT_SIG" NA
"343" "THA_HUMAN.H11MO.0.C_THA_HUMAN.H11MO.0.C" "THA_HUMAN.H11MO.0.C" "THA_HUMAN.H11MO.0.C" "C_THA_HUMAN.H11MO.0.C" 41575 0.14436 5485 0.14573 5503 -0.00754 3.14289e-24 "False" "THRA" 14.1193548228831 17.2389736120928 7.77910599469697 20.4275760267435 "NOT_SIG" NA
"346" "TYY1_HUMAN.H11MO.0.A_TYY1_HUMAN.H11MO.0.A" "TYY1_HUMAN.H11MO.0.A" "TYY1_HUMAN.H11MO.0.A" "C_TYY1_HUMAN.H11MO.0.A" 27435 0.2219 6406 0.22843 6423 -0.05233 7.33498e-93 "False" "YY1" 28.4493767278399 24.1488326791356 25.6550488097753 22.5394401009748 "NOT_SIG" NA
"347" "USF1_HUMAN.H11MO.0.A_USF1_HUMAN.H11MO.0.A" "USF1_HUMAN.H11MO.0.A" "USF1_HUMAN.H11MO.0.A" "C_USF2_HUMAN.H11MO.0.A" 18690 0.23084 3979 0.23731 4021 -0.05958 6.35883e-95 "False" "USF1" 24.5178758996777 34.4063742208568 70.750209195065 47.4545974275959 "NOT_SIG" NA
"348" "USF2_HUMAN.H11MO.0.A_USF2_HUMAN.H11MO.0.A" "USF2_HUMAN.H11MO.0.A" "USF2_HUMAN.H11MO.0.A" "C_USF2_HUMAN.H11MO.0.A" 24228 0.25383 6058 0.2624 6138 -0.08767 7.18234e-112 "False" "USF2" 32.2695555575919 37.9728894011382 98.5785892696746 38.5498381633116 "NOT_SIG" NA
"350" "VEZF1_HUMAN.H11MO.0.C_VEZF1_HUMAN.H11MO.0.C" "VEZF1_HUMAN.H11MO.0.C" "VEZF1_HUMAN.H11MO.0.C" "C_MAZ_HUMAN.H11MO.0.A" 260988 0.2227 60522 0.22966 62261 -0.0754 1.23339e-158 "False" "VEZF1" 26.4477696592621 25.359019679233 12.4158706224552 22.3773454590767 "NOT_SIG" NA
"355" "ZBT17_HUMAN.H11MO.0.A_ZBT17_HUMAN.H11MO.0.A" "ZBT17_HUMAN.H11MO.0.A" "ZBT17_HUMAN.H11MO.0.A" "C_MAZ_HUMAN.H11MO.0.A" 243774 0.22797 57249 0.23536 58954 -0.07884 8.14789e-160 "False" "ZBTB17" 17.5814157857527 19.9468810624476 29.4500199804209 36.7809008185717 "NOT_SIG" NA
"356" "ZBT18_HUMAN.H11MO.0.C_ZBT18_HUMAN.H11MO.0.C" "ZBT18_HUMAN.H11MO.0.C" "ZBT18_HUMAN.H11MO.0.C" "C_ZBT18_HUMAN.H11MO.0.C" 52142 0.14918 7509 0.15655 7946 -0.11707 1.12656e-142 "False" "ZBTB18" 38.7195177154678 45.4302245880936 19.2067112588184 21.5941349672474 "NOT_SIG" NA
"357" "ZBT48_HUMAN.H11MO.0.C_ZBT48_HUMAN.H11MO.0.C" "ZBT48_HUMAN.H11MO.0.C" "ZBT48_HUMAN.H11MO.0.C" "C_ZBT48_HUMAN.H11MO.0.C" 41268 0.17807 7195 0.18207 7326 -0.04508 8.88031e-97 "False" "ZBTB48" 20.1160454062379 22.3968434708124 29.8434742440381 17.0848137171585 "NOT_SIG" NA
"360" "ZEB1_HUMAN.H11MO.0.A_ZEB1_HUMAN.H11MO.0.A" "ZEB1_HUMAN.H11MO.0.A" "ZEB1_HUMAN.H11MO.0.A" "C_ZEB1_HUMAN.H11MO.0.A" 38070 0.12194 4028 0.12453 4049 -0.03441 9.4164e-84 "False" "ZEB1" 77.3337565723404 74.9014786487269 22.8075581345971 185.716626599565 "NOT_SIG" NA
